gesture,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
AGREE,0.5224818587303162,0.7367883324623108,0.48101675510406494,0.7132338881492615,0.4276299774646759,0.7097931504249573,0.3879758417606354,0.7153372168540955,0.35674411058425903,0.7114816308021545,0.42448171973228455,0.7384781241416931,0.37233835458755493,0.7500458359718323,0.34020480513572693,0.7527739405632019,0.31535303592681885,0.754288375377655,0.4374440610408783,0.7610240578651428,0.3820126950740814,0.7706539034843445,0.34575948119163513,0.7728384733200073,0.3177945017814636,0.7734957337379456,0.45127737522125244,0.7790864109992981,0.3985472619533539,0.7888633608818054,0.36544498801231384,0.789837658405304,0.3413549065589905,0.7879353761672974,0.46468424797058105,0.7930984497070312,0.4201951324939728,0.8026584982872009,0.3927762508392334,0.8023914098739624,0.37224310636520386,0.7996103167533875
AGREE,0.41091689467430115,0.6124250292778015,0.4196224510669708,0.5806560516357422,0.4345807135105133,0.5453080534934998,0.44869714975357056,0.5212140679359436,0.45694461464881897,0.4981413185596466,0.43126180768013,0.5305259227752686,0.45784756541252136,0.5060945749282837,0.47707098722457886,0.49868667125701904,0.49222978949546814,0.49592915177345276,0.4287554919719696,0.5450803637504578,0.45975035429000854,0.5185978412628174,0.48174479603767395,0.5103128552436829,0.4983019530773163,0.5069340467453003,0.4288276135921478,0.5681219100952148,0.4575677216053009,0.539613664150238,0.47754335403442383,0.5315000414848328,0.4927922487258911,0.5268403887748718,0.43106430768966675,0.5957887172698975,0.4531773626804352,0.5802720785140991,0.4686259627342224,0.5728319883346558,0.4813176393508911,0.5682699680328369
AGREE,0.6924853324890137,0.5641199946403503,0.6897487044334412,0.5171775817871094,0.6753637194633484,0.4774204194545746,0.6638482809066772,0.4452914297580719,0.6583271622657776,0.41592416167259216,0.6597020626068115,0.4815240204334259,0.6343490481376648,0.4446996748447418,0.6192750334739685,0.421195924282074,0.6065711975097656,0.4030705988407135,0.651447057723999,0.5055915117263794,0.6223551034927368,0.4723832905292511,0.6026278734207153,0.4532913267612457,0.5863831639289856,0.43932273983955383,0.6463817954063416,0.5332738161087036,0.6170526146888733,0.5113990306854248,0.5963833332061768,0.4999205470085144,0.5803728103637695,0.49161866307258606,0.6443765759468079,0.5614714026451111,0.6203696727752686,0.5518511533737183,0.6047981381416321,0.5454472899436951,0.5912882089614868,0.539512574672699
AGREE,0.5920445322990417,0.7294212579727173,0.5719080567359924,0.704414427280426,0.5484001636505127,0.7030156850814819,0.5297186374664307,0.71039879322052,0.5151386857032776,0.7193484902381897,0.5412294864654541,0.7077734470367432,0.516713559627533,0.7290811538696289,0.5024443864822388,0.7434514164924622,0.4911994934082031,0.7566083073616028,0.546833336353302,0.732506275177002,0.5206008553504944,0.7604005932807922,0.5044726729393005,0.7781053781509399,0.49210670590400696,0.7931804060935974,0.5548929572105408,0.7562164664268494,0.5320653319358826,0.7850901484489441,0.5176371932029724,0.8040297031402588,0.506415605545044,0.8191699385643005,0.5639610290527344,0.7753262519836426,0.549180805683136,0.7994895577430725,0.540016770362854,0.8156569600105286,0.5316725969314575,0.8291564583778381
AGREE,0.6168137788772583,0.5390488505363464,0.6132356524467468,0.49006351828575134,0.603257417678833,0.4396212697029114,0.5989342331886292,0.3999953269958496,0.6009883284568787,0.36768385767936707,0.592194139957428,0.44239306449890137,0.5565876960754395,0.43831995129585266,0.5358505249023438,0.4396790564060211,0.5204287171363831,0.4403723478317261,0.5890188217163086,0.4735850989818573,0.5495569109916687,0.46492934226989746,0.5279274582862854,0.4616501033306122,0.5126894116401672,0.46011608839035034,0.5852904915809631,0.5041911005973816,0.5485092997550964,0.493585467338562,0.5294849276542664,0.48771557211875916,0.516394317150116,0.48292234539985657,0.5816237926483154,0.5309967994689941,0.5526312589645386,0.5205827355384827,0.5369790196418762,0.5146178603172302,0.5246156454086304,0.5078619122505188
AGREE,0.4097323417663574,0.5324066877365112,0.41055208444595337,0.4915788471698761,0.4198278486728668,0.451188862323761,0.43063002824783325,0.42230215668678284,0.43798646330833435,0.40046554803848267,0.42787402868270874,0.4694819450378418,0.4512883722782135,0.44502392411231995,0.46476733684539795,0.433081716299057,0.4754928946495056,0.423060804605484,0.4334060847759247,0.49663034081459045,0.4635177552700043,0.4787314236164093,0.48324054479599,0.4685543477535248,0.4980725347995758,0.46094849705696106,0.43880659341812134,0.5179237127304077,0.46871519088745117,0.5068110227584839,0.48518064618110657,0.49726489186286926,0.4966907203197479,0.49131473898887634,0.44329774379730225,0.5325078964233398,0.46763643622398376,0.521455705165863,0.48088744282722473,0.5118864178657532,0.49151498079299927,0.5050767064094543
ALL,0.30048033595085144,0.6108611226081848,0.2835613191127777,0.5885398983955383,0.2643781900405884,0.5828649997711182,0.25084125995635986,0.5767661333084106,0.23991604149341583,0.5721789002418518,0.25123095512390137,0.6077186465263367,0.2298785150051117,0.602043867111206,0.22205878794193268,0.580194354057312,0.22135019302368164,0.561765730381012,0.2519001364707947,0.6128081679344177,0.22853998839855194,0.6065303087234497,0.22079035639762878,0.5830469727516174,0.22102411091327667,0.5650882124900818,0.25433552265167236,0.6145610213279724,0.23349186778068542,0.6054030060768127,0.22884568572044373,0.584083616733551,0.23062564432621002,0.5696495175361633,0.25915098190307617,0.6133683919906616,0.24526742100715637,0.6039170622825623,0.24132122099399567,0.5892305374145508,0.24192467331886292,0.5790777206420898
ALL,0.2966735064983368,0.35610562562942505,0.30245697498321533,0.3177059590816498,0.2933410704135895,0.2860182523727417,0.288668692111969,0.26332175731658936,0.28587016463279724,0.24507765471935272,0.24474658071994781,0.2739739418029785,0.2250663936138153,0.2539820969104767,0.21261274814605713,0.24238964915275574,0.2032890021800995,0.23194943368434906,0.23828181624412537,0.28169333934783936,0.21075215935707092,0.2588939964771271,0.19366101920604706,0.2384433001279831,0.18137943744659424,0.22097720205783844,0.2346937656402588,0.29336121678352356,0.20774772763252258,0.2721758782863617,0.19296573102474213,0.25081667304039,0.18087662756443024,0.2318170815706253,0.23562489449977875,0.3079141080379486,0.21406546235084534,0.28823378682136536,0.20330601930618286,0.2706015706062317,0.19460047781467438,0.25320306420326233
ALL,0.6221917867660522,0.6150886416435242,0.6320413947105408,0.6027599573135376,0.6443815231323242,0.598606288433075,0.6514089703559875,0.6016061305999756,0.6537326574325562,0.6127687692642212,0.6577033996582031,0.6381241679191589,0.669615626335144,0.6561479568481445,0.6753073334693909,0.6679670810699463,0.6791360974311829,0.6777766346931458,0.6501193642616272,0.6537339091300964,0.6591824293136597,0.6740255355834961,0.6614723205566406,0.6819007992744446,0.6618444323539734,0.6873332858085632,0.6401813626289368,0.6621930003166199,0.6460376977920532,0.680054247379303,0.6477370262145996,0.6852692365646362,0.6480516195297241,0.6890239715576172,0.6278672814369202,0.6664609313011169,0.6302127242088318,0.6789435148239136,0.6303368210792542,0.6801176071166992,0.6298736929893494,0.679838240146637
ANGRY,0.4227537214756012,0.3009532690048218,0.4387594759464264,0.2953972816467285,0.45040035247802734,0.2859092354774475,0.4616412818431854,0.2727046608924866,0.46950167417526245,0.2546529173851013,0.4371897578239441,0.24423295259475708,0.4500536620616913,0.2337973713874817,0.4587077498435974,0.2399713695049286,0.4630245268344879,0.2496907263994217,0.4340110421180725,0.23188823461532593,0.44615262746810913,0.20021918416023254,0.4577826261520386,0.18680250644683838,0.46736881136894226,0.17788656055927277,0.4288542568683624,0.22473445534706116,0.43503719568252563,0.18936364352703094,0.44419464468955994,0.17168472707271576,0.4529288411140442,0.16052205860614777,0.423119455575943,0.2223951816558838,0.4251285791397095,0.19224445521831512,0.43268510699272156,0.1782282292842865,0.44120943546295166,0.17156538367271423
ANGRY,0.4340076446533203,0.32557618618011475,0.4485473930835724,0.2932989299297333,0.4513494670391083,0.26635244488716125,0.4571988582611084,0.24706393480300903,0.45720425248146057,0.22949901223182678,0.422639936208725,0.24729178845882416,0.43182504177093506,0.21521584689617157,0.44120150804519653,0.19631698727607727,0.4476584792137146,0.1855776011943817,0.420675128698349,0.2494073063135147,0.4331691265106201,0.21054492890834808,0.44471263885498047,0.1966221183538437,0.4521353244781494,0.18897704780101776,0.42313113808631897,0.25214695930480957,0.43357402086257935,0.2099267989397049,0.4438192546367645,0.1906842291355133,0.45011797547340393,0.17955711483955383,0.43016666173934937,0.25415799021720886,0.43526944518089294,0.21705321967601776,0.44150370359420776,0.1982983648777008,0.4464074373245239,0.18668630719184875
ANGRY,0.4545559585094452,0.3836681544780731,0.47408995032310486,0.36837059259414673,0.4867108464241028,0.3436673879623413,0.49597448110580444,0.3203849792480469,0.501690149307251,0.30036503076553345,0.47269392013549805,0.3053203523159027,0.4808869957923889,0.28010424971580505,0.4890889823436737,0.2848168909549713,0.49555039405822754,0.29850706458091736,0.46371787786483765,0.29600635170936584,0.462868869304657,0.26037803292274475,0.4662686586380005,0.24046185612678528,0.47042351961135864,0.22523294389247894,0.45529040694236755,0.2942334711551666,0.45226866006851196,0.2618560194969177,0.4553672671318054,0.24054749310016632,0.4602108597755432,0.22422000765800476,0.4470862150192261,0.29790061712265015,0.44193235039711,0.2704712748527527,0.4424882233142853,0.2517862319946289,0.44589754939079285,0.23580342531204224
ANGRY,0.41962674260139465,0.3819675147533417,0.4393708407878876,0.3647824227809906,0.4544394910335541,0.3443871736526489,0.46746501326560974,0.32689011096954346,0.474796324968338,0.3043323755264282,0.4323083162307739,0.2907494604587555,0.44897422194480896,0.27384820580482483,0.4612806737422943,0.2832869589328766,0.4681464731693268,0.2985551059246063,0.426963210105896,0.2783237099647522,0.4340002238750458,0.23241351544857025,0.443790465593338,0.2061605006456375,0.4523458182811737,0.18576660752296448,0.41956251859664917,0.27491945028305054,0.42054423689842224,0.23074111342430115,0.42622464895248413,0.2028619647026062,0.432018518447876,0.18186576664447784,0.41182950139045715,0.2795931398868561,0.40817075967788696,0.24344876408576965,0.40914472937583923,0.21763461828231812,0.4119449257850647,0.19646765291690826
ANGRY,0.427010178565979,0.3570941984653473,0.4420027434825897,0.3350798189640045,0.450367271900177,0.3110043704509735,0.4566177725791931,0.28991472721099854,0.4601912796497345,0.2678995728492737,0.43483060598373413,0.27958789467811584,0.43956831097602844,0.2545076310634613,0.4478326737880707,0.2550239562988281,0.4538009762763977,0.2613855302333832,0.4306047558784485,0.27571895718574524,0.43423977494239807,0.2408299744129181,0.4416525661945343,0.22105184197425842,0.4478302597999573,0.2082592397928238,0.42576614022254944,0.2780822217464447,0.4277128279209137,0.24311889708042145,0.4345322847366333,0.22217001020908356,0.4405840337276459,0.20762905478477478,0.42182856798171997,0.28428906202316284,0.42418959736824036,0.2559136152267456,0.4287417232990265,0.2392774373292923,0.43313199281692505,0.22681276500225067
ANGRY,0.43406522274017334,0.3870128095149994,0.4536116421222687,0.37392812967300415,0.46793174743652344,0.35035762190818787,0.48041006922721863,0.3308180272579193,0.4867081046104431,0.3108609616756439,0.4529842734336853,0.3128455877304077,0.46468573808670044,0.2902608811855316,0.4749675691127777,0.29223018884658813,0.48182374238967896,0.30379679799079895,0.44634926319122314,0.3023800849914551,0.45400673151016235,0.26546546816825867,0.46692660450935364,0.25599345564842224,0.47747182846069336,0.259728342294693,0.43798360228538513,0.29934486746788025,0.44287005066871643,0.2633097171783447,0.45458751916885376,0.2577715814113617,0.46435999870300293,0.26572465896606445,0.4287744462490082,0.30090460181236267,0.43150466680526733,0.2699671983718872,0.4409894347190857,0.26238176226615906,0.4506155848503113,0.26794642210006714
ANGRY,0.4016038477420807,0.4490301012992859,0.4217250347137451,0.42277461290359497,0.4297889769077301,0.39392754435539246,0.44018641114234924,0.374236524105072,0.4506371021270752,0.36034834384918213,0.4099064767360687,0.3486534357070923,0.4267800748348236,0.32135865092277527,0.43894463777542114,0.33445656299591064,0.44501426815986633,0.3561025857925415,0.40677180886268616,0.34684768319129944,0.41449883580207825,0.29881107807159424,0.4246138036251068,0.2701644003391266,0.4322178065776825,0.24955783784389496,0.405203640460968,0.356447696685791,0.40561220049858093,0.3076062500476837,0.4085369408130646,0.2764591872692108,0.4114172160625458,0.2521873712539673,0.4059288799762726,0.37125128507614136,0.4053550064563751,0.33700788021087646,0.4078066647052765,0.3142240047454834,0.4104432165622711,0.29315119981765747
ANGRY,0.32172149419784546,0.35909807682037354,0.34077006578445435,0.3227057456970215,0.34436583518981934,0.2930471897125244,0.35241004824638367,0.2777695953845978,0.3617497682571411,0.26706382632255554,0.27950477600097656,0.27951452136039734,0.2718356251716614,0.24479471147060394,0.2823937237262726,0.22342990338802338,0.29766103625297546,0.2099267840385437,0.27083197236061096,0.28235286474227905,0.2532489001750946,0.245928555727005,0.25351694226264954,0.21871262788772583,0.2596367597579956,0.1986207216978073,0.26675742864608765,0.28693899512290955,0.2467588484287262,0.253121942281723,0.24412505328655243,0.22787827253341675,0.24684229493141174,0.20871976017951965,0.27057358622550964,0.2913151979446411,0.24831809103488922,0.2656521201133728,0.24124956130981445,0.2467775195837021,0.24077165126800537,0.23212063312530518
ANGRY,0.42020782828330994,0.3204675614833832,0.4358173608779907,0.310148686170578,0.4451630413532257,0.2947416603565216,0.4545991122722626,0.2804563641548157,0.46219706535339355,0.2641173303127289,0.4314783215522766,0.249419167637825,0.441981703042984,0.23232845962047577,0.4509003758430481,0.24321965873241425,0.4550321102142334,0.2575227618217468,0.4279823303222656,0.240485280752182,0.4358016550540924,0.20790335536003113,0.44849348068237305,0.19730807840824127,0.4592163562774658,0.19226419925689697,0.4230027198791504,0.23809224367141724,0.4278745949268341,0.20322740077972412,0.438098669052124,0.18608395755290985,0.44792360067367554,0.17539314925670624,0.4186396598815918,0.24154891073703766,0.42210060358047485,0.21205687522888184,0.4295785427093506,0.1968253254890442,0.43819716572761536,0.18748196959495544
ANGRY,0.4309178590774536,0.3785991668701172,0.44860193133354187,0.3610498309135437,0.46190765500068665,0.3431180417537689,0.47288447618484497,0.3263486921787262,0.4811224937438965,0.30560368299484253,0.44112005829811096,0.29679691791534424,0.45624518394470215,0.279205858707428,0.4679408669471741,0.28530460596084595,0.47464627027511597,0.2988714277744293,0.4348428547382355,0.2846304178237915,0.4409576952457428,0.24353283643722534,0.45335903763771057,0.22326211631298065,0.4645048975944519,0.21107986569404602,0.4271857440471649,0.2814997732639313,0.42616844177246094,0.23783326148986816,0.43378540873527527,0.2120876908302307,0.4429977238178253,0.19371603429317474,0.4198726415634155,0.286204069852829,0.4110986888408661,0.2540019154548645,0.4129992127418518,0.23120824992656708,0.41874614357948303,0.21338441967964172
ANYTHING,0.40859800577163696,0.5477361679077148,0.4289257526397705,0.5168362855911255,0.44062891602516174,0.47137880325317383,0.4473596513271332,0.4334535002708435,0.45085981488227844,0.40148600935935974,0.42252787947654724,0.44613462686538696,0.42017045617103577,0.39718300104141235,0.4183889925479889,0.3668690323829651,0.41713783144950867,0.33984413743019104,0.40932145714759827,0.45420756936073303,0.40549764037132263,0.40589553117752075,0.4038372039794922,0.37369632720947266,0.40268397331237793,0.3449011743068695,0.39733561873435974,0.4725398123264313,0.3904266953468323,0.427499920129776,0.38747960329055786,0.39611855149269104,0.38606834411621094,0.36636868119239807,0.38714799284935,0.4975511133670807,0.37756583094596863,0.4701066315174103,0.3723326027393341,0.44815731048583984,0.3683779239654541,0.4262004494667053
ANYTHING,0.20513348281383514,0.27183887362480164,0.26584741473197937,0.27268102765083313,0.3148499131202698,0.25203612446784973,0.3488224148750305,0.22962422668933868,0.3795475363731384,0.21829740703105927,0.29591065645217896,0.18029248714447021,0.32241514325141907,0.14330078661441803,0.33682921528816223,0.11901616305112839,0.34722867608070374,0.0976918637752533,0.2626895010471344,0.1646486222743988,0.2866328954696655,0.12148105353116989,0.30291953682899475,0.09431512653827667,0.3158225417137146,0.07250723242759705,0.22631189227104187,0.15917858481407166,0.2433805763721466,0.11236748099327087,0.25278326869010925,0.08307453989982605,0.26056963205337524,0.05925450101494789,0.1880161315202713,0.16383996605873108,0.18239423632621765,0.12303093075752258,0.17830504477024078,0.09712685644626617,0.17736901342868805,0.07386376708745956
